14,14,14,14,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,1,18,18,16,16,16,18,18,16,16,16,16,16,16,14,14,14,14,14,10,10,10,10,14,14
14,14,14,14,14,1,16,16,16,16,16,16,16,16,16,16,16,16,16,1,14,14,14,14,14,14,10,14,16,14
28,28,14,14,14,1,16,16,16,16,16,16,16,16,16,16,16,16,16,1,14,14,14,14,14,14,10,14,16,14
14,14,14,14,14,1,16,16,16,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,14,14,10,10,10,10
14,14,14,14,14,1,16,16,16,16,16,16,16,16,16,16,16,16,16,14,14,14,14,14,14,14,14,14,14,14
14,14,14,1,1,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
1,14,14,14,16,16,16,16,26,26,26,16,16,16,16,1,1,16,16,16,16,16,16,16,16,16,16,16,16,16
14,14,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
14,14,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
14,14,1,1,1,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
14,14,14,14,14,28,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,20,20,20,20
14,14,14,14,14,28,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,20,20,16,16
14,14,14,14,14,28,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,20,20,16,16,16,20,20,16,16
28,14,14,14,14,28,16,16,16,26,26,26,26,26,16,16,20,20,16,16,16,20,20,16,16,16,20,20,16,16
28,14,14,14,14,28,16,16,16,16,16,16,16,26,16,16,16,16,16,16,16,16,26,16,16,16,26,16,16,16
28,14,14,10,10,28,16,16,16,16,16,16,16,26,16,16,16,16,16,16,16,16,26,16,16,16,26,16,16,16
28,14,14,14,14,28,16,16,16,16,16,16,16,26,26,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
28,14,14,14,14,28,16,16,16,16,16,16,16,26,26,26,16,16,16,16,16,16,16,16,16,16,16,16,16,26
28,14,14,14,14,28,16,16,16,16,16,16,16,16,16,26,26,26,16,16,16,16,16,16,16,16,16,16,16,26
28,10,10,14,14,28,16,16,16,16,16,16,16,16,16,26,26,26,16,16,16,16,16,16,16,16,16,16,16,26
28,20,20,20,20,20,14,14,14,20,10,10,10,16,16,10,10,26,10,10,10,10,10,10,10,10,10,14,14,26
28,14,14,14,14,14,14,14,29,28,14,14,14,14,14,14,14,26,14,14,14,26,14,14,14,26,14,14,14,26
28,14,14,14,14,14,14,29,29,28,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,26
28,14,14,14,14,14,29,29,29,28,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,26
28,14,14,14,14,29,29,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,11,11,26
28,14,14,14,29,29,29,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,11,11,26
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
