0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,5,7,0,0,0,0,0,0,0,0,0,0,0
6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,7,7,7,6,6,6,6,6,6,6,6,5,5,5,5
6,6,6,6,7,7,7,6,6,6,6,6,6,6,6,7,7,7,6,6,6,6,6,6,6,6,6,7,7,7
6,6,6,6,6,7,6,6,6,6,5,5,6,6,6,6,7,6,6,6,5,5,5,6,6,6,6,6,7,7
5,5,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,6,7
7,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,6,6,7
7,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,6,7,6,6,6,6,6,6,5,5,6,7
7,6,6,6,6,6,6,6,6,6,6,7,6,6,6,5,5,6,6,7,6,6,6,6,6,6,7,7,7,7
7,7,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,7,6,6,6,6,6,6,7,7,6,7
7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,7,5,5,6,6,6,6,7,6,6,7
7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,7,7,6,6,6,6,6,6,6,6,7
7,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,7,6,6,7,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,5,5,6,6,6,7,7,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,7,7,6,6,6,6,7,7,7,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6
6,6,6,6,6,7,7,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6
6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6
5,5,5,6,6,6,7,5,5,5,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,7,6,6,6,6
7,7,6,6,6,6,6,7,7,7,6,6,6,6,6,6,7,7,6,6,5,5,6,6,6,6,6,6,6,6
7,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,7,7,6,6,7,7,6,6,6,6,6,6,6,19
6,6,6,6,6,6,6,6,7,19,19,6,6,6,6,6,7,7,6,6,6,7,6,6,6,6,6,6,6,19
19,6,6,6,6,6,6,6,6,19,19,6,6,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,5,19
19,6,6,6,5,5,6,6,6,19,19,6,6,6,6,6,7,19,19,6,6,6,6,6,6,6,6,6,6,19
19,19,6,6,7,6,6,6,6,19,19,6,6,6,6,6,6,19,19,6,6,6,6,6,6,6,6,6,6,19
19,19,6,6,6,6,6,6,19,19,19,5,6,6,6,6,6,6,6,6,6,19,19,6,6,6,6,6,19,19
19,19,6,6,6,6,6,19,19,19,19,19,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,19,19,19
19,19,6,6,6,6,6,19,19,19,19,19,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
